1,Санкт-Петербург,34222,23576,1.45,7844,4899344,624
3,Республика Адыгея,21778,10174,2.14,712,439935,617
4,Республика Башкортостан,30313,13351,2.27,3448,4072085,1180
5,Республика Бурятия,31886,15664,2.04,1577,971538,616
6,Республика Алтай,33344,10622,3.14,780,206530,264
8,Республика Ингушетия,19174,10271,1.87,848,414524,488
9,Кабардино-Балкарская Республика,21507,9268,2.32,1492,859792,576
11,Карачаево-Черкесская республика,23082,8795,2.62,787,477403,606
12,Республика Карелия,34584,17692,1.95,1706,642582,376
13,Республика Коми,42391,22236,1.91,1517,899215,592
17,Республика Северная Осетия — Алания,20030,8708,2.3,836,712481,852
18,Республика Татарстан,20751,13520,1.53,7964,3787485,475
20,Удмуртская республика,23370,12065,1.94,2061,1520390,737
21,Республика Хакасия,33642,14826,2.27,1483,532286,358
24,Алтайский край,23551,10270,2.29,5644,2417358,428
27,Краснодарский край,20852,13735,1.52,6155,5229998,849
28,Красноярский край,33587,19037,1.76,9646,2829105,293
29,Пермский край,28265,15825,1.79,6283,2633550,419
32,Хабаровский край,39807,21158,1.88,2140,1342887,627
33,Амурская область,38442,18882,2.04,1170,828660,708
35,Брянская область,20224,10304,1.96,3332,1275354,382
36,Владимирская область,22091,13132,1.68,2690,1441129,535
37,Архангельская область,38505,17297,2.23,3351,1182776,352
38,Астраханская область,20762,11601,1.79,1777,1009801,568
41,Волгоградская область,30024,12093,2.48,2189,2607505,1191
42,Вологодская область,23843,15638,1.52,2082,1201190,576
43,Воронежская область,26310,12470,2.11,3152,2334809,740
44,Забайкальский край,30532,14414,2.12,2424,1106155,456
45,Иркутская область,37054,16202,2.29,2874,2427954,844
46,Калининградская область,25770,15687,1.64,2056,941823,458
47,Республика Калмыкия,22107,8569,2.58,1021,288902,282
48,Камчатский край,55750,30912,1.8,1326,321659,242
50,Кемеровская область,28565,16325,1.75,4277,2761255,645
51,Кировская область,26784,11480,2.33,3607,1338758,371
53,Костромская область,23658,12111,1.95,1492,666391,446
55,Курская область,24302,11405,2.13,2196,1125648,512
56,Ленинградская область,37728,18902,2.0,2409,1718581,713
57,Липецкая область,21605,14424,1.5,2171,1172026,539
58,Магаданская область,57238,27932,2.05,1223,156534,127
59,Республика Дагестан,24737,7245,3.41,979,2914204,2976
61,Республика Марий Эл,22038,10653,2.07,1911,695482,363
62,Республика Мордовия,20257,10416,1.94,3411,833263,244
63,Москва,41969,31006,1.35,8311,11776764,1417
64,Московская область,30441,21375,1.42,3786,6870552,1814
65,Мурманская область,50424,24433,2.06,2115,794077,375
66,Нижегородская область,26630,13886,1.92,5016,3307648,659
67,Новгородская область,24171,15063,1.6,2543,632799,248
68,Новосибирская область,26292,15342,1.71,2225,2666465,1198
69,Омская область,25219,13143,1.92,2703,1976560,731
70,Орловская область,22206,11193,1.98,2446,785592,321
72,Пензенская область,21796,11324,1.92,4071,1384006,339
74,Приморский край,37803,19361,1.95,4732,1953545,412
75,Псковская область,26598,12208,2.18,1898,671272,353
76,Ростовская область,27207,12658,2.15,4815,4275223,887
77,Самарская область,22983,15262,1.51,5816,3215311,552
79,Саратовская область,21147,11745,1.8,3501,2519282,719
80,Свердловская область,32639,17824,1.83,4914,4297227,874
81,Ставропольский край,22200,11139,1.99,4346,2785524,640
82,Тамбовская область,22327,10854,2.06,2529,1089700,430
84,Тульская область,28031,13792,2.03,2892,1550330,536
85,Республика Тува (Тыва),37437,12576,2.98,1413,308132,218
86,Тюменская область,31127,17801,1.75,3451,1343206,389
88,Ульяновская область,25454,12096,2.1,1493,1290478,864
89,Челябинская область,26736,15131,1.77,7016,3475634,495
90,Чеченская республика,24466,9640,2.54,831,1275113,1534
91,Чувашская республика - Чувашия,23452,10927,2.15,2775,1250518,450
92,Республика Саха (Якутия),47968,23947,2.0,2513,958258,381
93,Еврейская автономная область,42940,17442,2.46,1082,176304,162
94,Сахалинская область,46574,29505,1.58,1503,496739,330
95,Чукотский автономный округ,77339,35243,2.19,175,50346,287
96,Белгородская область,24151,13815,1.75,3288,1532353,466
97,Калужская область,25065,15402,1.63,2078,1009191,485
98,Курганская область,25309,11221,2.26,4083,908813,222
99,Ивановская область,22970,11005,2.09,1892,1060109,560
100,Смоленская область,22287,12632,1.76,1926,982887,510
101,Тверская область,21575,12866,1.68,3722,1350086,362
102,Ненецкий автономный округ,53731,36657,1.47,177,42104,237
103,Рязанская область,25626,13139,1.95,2225,1151838,517
104,Ямало-Ненецкий автономный округ,57925,42583,1.36,1820,524925,288
105,Оренбургская область,22453,12179,1.84,4272,2031497,475
106,Томская область,35884,17183,2.09,1288,1048538,814
107,Ярославская область,22531,14394,1.57,3336,1271006,380
108,Ханты-Мансийский автономный округ — Югра,50306,34430,1.46,3871,1537134,397
