1,Санкт-Петербург,92602,43136,2.15,11493
3,Республика Адыгея,40071,18670,2.15,1918
4,Республика Башкортостан,49573,24479,2.03,8590
5,Республика Бурятия,47004,26142,1.8,2405
6,Республика Алтай,43342,19152,2.26,1659
8,Республика Ингушетия,35300,17607,2.0,1430
9,Кабардино-Балкарская Республика,36192,17157,2.11,2573
11,Карачаево-Черкесская республика,36882,17029,2.17,1737
12,Республика Карелия,55628,28230,1.97,3282
13,Республика Коми,70243,36244,1.94,4103
17,Республика Северная Осетия — Алания,40621,17384,2.34,2366
18,Республика Татарстан,47594,26092,1.82,4858
20,Удмуртская республика,39823,23205,1.72,2489
21,Республика Хакасия,57056,26178,2.18,2648
24,Алтайский край,29195,18713,1.56,10821
27,Краснодарский край,47964,24875,1.93,18233
28,Красноярский край,50471,31321,1.61,15186
29,Пермский край,69229,27073,2.56,17177
32,Хабаровский край,91925,35470,2.59,4177
33,Амурская область,52491,31640,1.66,4418
35,Брянская область,41635,20232,2.06,3764
36,Владимирская область,48992,23449,2.09,2872
37,Архангельская область,59268,33394,1.77,5895
38,Астраханская область,46070,20167,2.28,2680
41,Волгоградская область,47083,22540,2.09,6773
42,Вологодская область,43022,26873,1.6,5562
43,Воронежская область,51500,23440,2.2,6209
44,Забайкальский край,47576,25216,1.89,5006
45,Иркутская область,60478,31617,1.91,8740
46,Калининградская область,56200,26953,2.09,3856
47,Республика Калмыкия,39021,16766,2.33,1723
48,Камчатский край,118038,50464,2.34,2809
50,Кемеровская область,49784,27112,1.84,3711
51,Кировская область,36614,21617,1.69,5675
53,Костромская область,35127,20307,1.73,3137
55,Курская область,41426,22299,1.86,6313
56,Ленинградская область,71654,34205,2.09,4454
57,Липецкая область,46488,23164,2.01,5528
58,Магаданская область,106845,53729,1.99,1584
59,Республика Дагестан,44723,15643,2.86,3482
61,Республика Марий Эл,37582,19761,1.9,3557
62,Республика Мордовия,38204,20332,1.88,3643
63,Москва,128666,55434,2.32,10780
64,Московская область,87610,38074,2.3,7564
65,Мурманская область,85807,42143,2.04,2982
66,Нижегородская область,50190,26176,1.92,10111
67,Новгородская область,49783,24799,2.01,2356
68,Новосибирская область,47197,27149,1.74,7270
69,Омская область,48054,22366,2.15,4861
70,Орловская область,42906,19855,2.16,4805
72,Пензенская область,52840,20918,2.53,2561
74,Приморский край,61989,32720,1.89,5244
75,Псковская область,39521,19052,2.07,3288
76,Ростовская область,46648,23019,2.03,9361
77,Самарская область,50262,25483,1.97,8774
79,Саратовская область,41130,20297,2.03,3450
80,Свердловская область,55637,29402,1.89,10845
81,Ставропольский край,42862,20550,2.09,8847
82,Тамбовская область,37501,20422,1.84,4168
84,Тульская область,50739,26898,1.89,5803
85,Республика Тува (Тыва),47139,21690,2.17,1689
86,Тюменская область,88076,32366,2.72,1325
88,Ульяновская область,45228,21755,2.08,2748
89,Челябинская область,49958,27068,1.85,7902
90,Чеченская республика,41632,16896,2.46,2206
91,Чувашская республика - Чувашия,29947,19676,1.52,3231
92,Республика Саха (Якутия),96237,46028,2.09,2945
93,Еврейская автономная область,69475,28711,2.42,2261
94,Сахалинская область,107055,48792,2.19,3063
95,Чукотский автономный округ,124047,65696,1.89,615
96,Белгородская область,42350,25448,1.66,6490
97,Калужская область,46150,27942,1.65,4955
98,Курганская область,32137,20489,1.57,5643
99,Ивановская область,46285,19001,2.44,3296
100,Смоленская область,39432,20972,1.88,2284
101,Тверская область,47072,23072,2.04,5019
102,Ненецкий автономный округ,128922,60780,2.12,441
103,Рязанская область,43721,23998,1.82,4659
104,Ямало-Ненецкий автономный округ,172223,67315,2.56,4346
105,Оренбургская область,45901,22154,2.07,5000
106,Томская область,66812,29173,2.29,2469
107,Ярославская область,48612,24940,1.95,4915
108,Ханты-Мансийский автономный округ — Югра,124239,53087,2.34,1792
109,Республика Крым*,48616,21124,2.3,6800
110,Севастополь*,44375,24080,1.84,1465
